feature,importance
Final_Grade,0.4333444341584926
Grade_2,0.1748496409315121
Grade_1,0.1267848767620505
Number_of_Failures,0.03703699941941476
Wants_Higher_Education_yes,0.01981011621928717
Going_Out,0.013430488142516673
Number_of_Absences,0.013379837223449346
Family_Relationship,0.01328929300374195
Free_Time,0.011104405301204889
Weekday_Alcohol_Consumption,0.010862403531047489
Weekend_Alcohol_Consumption,0.010212110539170649
Health_Status,0.010076908026878002
Study_Time,0.009772253480114868
Age,0.00934843710121247
Mother_Education,0.009306216050280194
Father_Education,0.009238805163728695
Travel_Time,0.008318991042379938
Attended_Nursery_yes,0.005184151594216647
Family_Size_> 3,0.004808500287388511
Father_Job_services,0.004760607665227228
Mother_Job_other,0.004696358204582151
Reason_for_Choosing_School_other,0.004618933151336066
Gender_M,0.004228471281430741
Father_Job_other,0.00412413643833401
Internet_Access_yes,0.004108660058857765
Extra_Curricular_Activities_yes,0.003967238654184317
Reason_for_Choosing_School_reputation,0.003961653642922481
Address_Urbana,0.0038793560446215175
School_Support_yes,0.0037868061441310177
In_Relationship_yes,0.003773591810779299
Extra_Paid_Class_yes,0.003317520096033173
Family_Support_yes,0.0032209520999207865
Reason_for_Choosing_School_home,0.0030901129490923268
Mother_Job_services,0.003025450574259124
Guardian_mother,0.0030149943312162905
Parental_Status_Together,0.0018964937791903366
Mother_Job_health,0.0018463962852007913
Guardian_other,0.001654904832809414
Father_Job_health,0.0010229670748634055
Father_Job_teacher,0.0009366447079411005
Mother_Job_teacher,0.0009088821949792369
