feature,importance
Final_Grade,0.41594492355860163
Grade_2,0.19328151480657563
Grade_1,0.12911447588514288
Number_of_Failures,0.03263729376456023
Wants_Higher_Education_yes,0.017201747886037427
Going_Out,0.014895026349380674
Number_of_Absences,0.013739441585657016
Family_Relationship,0.013516341257858024
Study_Time,0.011535455059720055
Weekday_Alcohol_Consumption,0.011391620866338548
Weekend_Alcohol_Consumption,0.011345351074340182
Free_Time,0.01093971084121478
Father_Education,0.010548372006500243
Health_Status,0.009749744440697861
Age,0.009556956954479572
Mother_Education,0.008634931863123889
Travel_Time,0.008013778087331069
Attended_Nursery_yes,0.005996909855711961
Reason_for_Choosing_School_other,0.004987130985451996
Family_Size_> 3,0.00490941800896257
Mother_Job_other,0.004798357186890053
Father_Job_services,0.0047867896020662715
Internet_Access_yes,0.004700971522745144
Extra_Curricular_Activities_yes,0.004451916578628635
Gender_M,0.004286397086010496
Address_Urbana,0.0036303225655217974
In_Relationship_yes,0.00351047113598312
Father_Job_other,0.003483479944662186
Reason_for_Choosing_School_reputation,0.00340880553342747
School_Support_yes,0.00329313436536677
Guardian_mother,0.0031053250568166945
Family_Support_yes,0.002828740687649475
Reason_for_Choosing_School_home,0.00282115285111647
Extra_Paid_Class_yes,0.0026211436653055336
Mother_Job_services,0.0025380841361888284
Mother_Job_health,0.0021094745338437913
Guardian_other,0.0016059994513115512
Parental_Status_Together,0.0015372149000198664
Father_Job_health,0.0009632645680825194
Mother_Job_teacher,0.0008724340124947477
Father_Job_teacher,0.0007063754781824042
