feature,importance
Final_Grade,0.40428651647369446
Grade_2,0.20692230383560214
Grade_1,0.14187290781804218
Number_of_Failures,0.03417746436288986
Wants_Higher_Education_yes,0.01829635399249741
Going_Out,0.014218294676699376
Family_Relationship,0.012410723344403586
Father_Education,0.011579970395092398
Weekday_Alcohol_Consumption,0.011185316714632926
Study_Time,0.011122713786014735
Mother_Education,0.009716809660530925
Health_Status,0.009510012199284252
Number_of_Absences,0.009486432958483424
Free_Time,0.009318146604072031
Weekend_Alcohol_Consumption,0.009307671447230294
Age,0.008282691898899783
Travel_Time,0.007225271031927797
Attended_Nursery_yes,0.004966180775871547
Father_Job_services,0.004599917142352563
Internet_Access_yes,0.00432843682471719
Address_Urbana,0.004254070144592855
Gender_M,0.00398114361862311
Reason_for_Choosing_School_other,0.003977003277517673
Reason_for_Choosing_School_reputation,0.0038564181330844154
Father_Job_other,0.0038331534114471526
Mother_Job_other,0.0037018671000849344
In_Relationship_yes,0.0036146508375927504
Reason_for_Choosing_School_home,0.003538617900144723
Extra_Paid_Class_yes,0.003428242260275672
Family_Size_> 3,0.0032841742311131663
Extra_Curricular_Activities_yes,0.0030546118804198417
School_Support_yes,0.003013197292003005
Family_Support_yes,0.002975321365796973
Guardian_mother,0.002875447186981543
Parental_Status_Together,0.001826124264495911
Guardian_other,0.0014365993733642885
Mother_Job_services,0.0013517916377930109
Mother_Job_health,0.0009391144314576245
Father_Job_teacher,0.0008741317944754463
Mother_Job_teacher,0.0007578645445206326
Father_Job_health,0.0006123193712764586
